date,weekday,working_day,value
2015-12-31,3,1,3601797.0
2016-01-01,4,0,3132829.0
2016-01-02,5,1,3505820.0
2016-01-03,6,1,3525667.0
2016-01-04,0,1,4020695.0
2016-01-05,1,1,3997681.0
2016-01-06,2,0,3544249.0
2016-01-07,3,1,4304962.0
2016-01-08,4,1,4325336.0
2016-01-09,5,1,3916094.0
2016-01-10,6,1,3729483.0
2016-01-11,0,1,4342212.0
2016-01-12,1,1,4473042.0
2016-01-13,2,1,4558198.0
2016-01-14,3,1,4593371.0
2016-01-15,4,1,4560394.0
2016-01-16,5,1,4157358.0
2016-01-17,6,1,3946788.0
2016-01-18,0,1,4643008.0
2016-01-19,1,1,4678632.0
2016-01-20,2,1,4661256.0
2016-01-21,3,1,4638403.0
2016-01-22,4,1,4551012.0
2016-01-23,5,1,4000519.0
2016-01-24,6,1,3690479.0
2016-01-25,0,1,4359517.0
2016-01-26,1,1,4470683.0
2016-01-27,2,1,4476948.0
2016-01-28,3,1,4472412.0
2016-01-29,4,1,4433438.0
2016-01-30,5,1,3994154.0
2016-01-31,6,1,3712233.0
2016-02-01,0,1,4311832.0
2016-02-02,1,1,4400351.0
2016-02-03,2,1,4422988.0
2016-02-04,3,1,4436488.0
2016-02-05,4,1,4437213.0
2016-02-06,5,1,4030926.0
2016-02-07,6,1,3718035.0
2016-02-08,0,1,4370126.0
2016-02-09,1,1,4457142.0
2016-02-10,2,1,4452048.0
2016-02-11,3,1,4446697.0
2016-02-12,4,1,4437836.0
2016-02-13,5,1,3992496.0
2016-02-14,6,1,3753850.0
2016-02-15,0,1,4527345.0
2016-02-16,1,1,4624860.0
2016-02-17,2,1,4685908.0
2016-02-18,3,1,4713155.0
2016-02-19,4,1,4626886.0
2016-02-20,5,1,4102315.0
2016-02-21,6,1,3797416.0
2016-02-22,0,1,4398427.0
2016-02-23,1,1,4425677.0
2016-02-24,2,1,4471284.0
2016-02-25,3,1,4435516.0
2016-02-26,4,1,4512990.0
2016-02-27,5,1,4173608.0
2016-02-28,6,1,3831257.0
2016-02-29,0,1,4394844.0
2016-03-01,1,1,4489253.0
2016-03-02,2,1,4480075.0
2016-03-03,3,1,4429947.0
2016-03-04,4,1,4451909.0
2016-03-05,5,1,4001078.0
2016-03-06,6,1,3732404.0
2016-03-07,0,1,4561081.0
2016-03-08,1,1,4584562.0
2016-03-09,2,1,4652185.0
2016-03-10,3,1,4603533.0
2016-03-11,4,1,4507888.0
2016-03-12,5,1,4010420.0
2016-03-13,6,1,3700183.0
2016-03-14,0,1,4455564.0
2016-03-15,1,1,4534872.0
2016-03-16,2,1,4477046.0
2016-03-17,3,1,4482411.0
2016-03-18,4,1,4433269.0
2016-03-19,5,1,3932814.0
2016-03-20,6,1,3645954.0
2016-03-21,0,1,4288436.0
2016-03-22,1,1,4297180.0
2016-03-23,2,1,4207099.0
2016-03-24,3,0,3666167.0
2016-03-25,4,0,3401062.0
2016-03-26,5,1,3522012.0
2016-03-27,6,1,3217133.0
2016-03-28,0,1,3717019.0
2016-03-29,1,1,4095819.0
2016-03-30,2,1,4115073.0
2016-03-31,3,1,4192601.0
2016-04-01,4,1,4204350.0
2016-04-02,5,1,3797923.0
2016-04-03,6,1,3566575.0
2016-04-04,0,1,4260627.0
2016-04-05,1,1,4336048.0
2016-04-06,2,1,4242070.0
2016-04-07,3,1,4197851.0
2016-04-08,4,1,4225203.0
2016-04-09,5,1,3763676.0
2016-04-10,6,1,3502631.0
2016-04-11,0,1,4188042.0
2016-04-12,1,1,4287130.0
2016-04-13,2,1,4218461.0
2016-04-14,3,1,4198201.0
2016-04-15,4,1,4147423.0
2016-04-16,5,1,3734858.0
2016-04-17,6,1,3443921.0
2016-04-18,0,1,4063234.0
2016-04-19,1,1,4198125.0
2016-04-20,2,1,4214752.0
2016-04-21,3,1,4150532.0
2016-04-22,4,1,4096698.0
2016-04-23,5,1,3611784.0
2016-04-24,6,1,3329699.0
2016-04-25,0,1,3945570.0
2016-04-26,1,1,4034697.0
2016-04-27,2,1,4072653.0
2016-04-28,3,1,4069194.0
2016-04-29,4,1,4037827.0
2016-04-30,5,1,3605546.0
2016-05-01,6,0,3182876.0
2016-05-02,0,1,3637298.0
2016-05-03,1,1,3970019.0
2016-05-04,2,1,4014040.0
2016-05-05,3,1,4020030.0
2016-05-06,4,1,4023721.0
2016-05-07,5,1,3604586.0
2016-05-08,6,1,3340416.0
2016-05-09,0,1,3994722.0
2016-05-10,1,1,4084604.0
2016-05-11,2,1,4070929.0
2016-05-12,3,1,4061859.0
2016-05-13,4,1,4020985.0
2016-05-14,5,1,3577886.0
2016-05-15,6,1,3236048.0
2016-05-16,0,1,3662703.0
2016-05-17,1,1,3902671.0
2016-05-18,2,1,4008042.0
2016-05-19,3,1,3996020.0
2016-05-20,4,1,4001976.0
2016-05-21,5,1,3606898.0
2016-05-22,6,1,3321440.0
2016-05-23,0,1,3898145.0
2016-05-24,1,1,3987237.0
2016-05-25,2,1,4048201.0
2016-05-26,3,1,4033389.0
2016-05-27,4,1,4027423.0
2016-05-28,5,1,3615582.0
2016-05-29,6,1,3278667.0
2016-05-30,0,1,3896784.0
2016-05-31,1,1,3973144.0
2016-06-01,2,1,4009599.0
2016-06-02,3,1,4047439.0
2016-06-03,4,1,4066481.0
2016-06-04,5,1,3641794.0
2016-06-05,6,1,3362076.0
2016-06-06,0,1,4023223.0
2016-06-07,1,1,4196890.0
2016-06-08,2,1,4301144.0
2016-06-09,3,1,4353819.0
2016-06-10,4,1,4279340.0
2016-06-11,5,1,3773635.0
2016-06-12,6,1,3460763.0
2016-06-13,0,1,4274834.0
2016-06-14,1,1,4344795.0
2016-06-15,2,1,4260534.0
2016-06-16,3,1,4049827.0
2016-06-17,4,1,4020938.0
2016-06-18,5,1,3650830.0
2016-06-19,6,1,3367449.0
2016-06-20,0,1,4040927.0
2016-06-21,1,1,4220616.0
2016-06-22,2,1,4282903.0
2016-06-23,3,1,4253083.0
2016-06-24,4,1,4050963.0
2016-06-25,5,1,3856839.0
2016-06-26,6,1,3507066.0
2016-06-27,0,1,4225966.0
2016-06-28,1,1,4428357.0
2016-06-29,2,1,4428015.0
2016-06-30,3,1,4456206.0
2016-07-01,4,1,4419561.0
2016-07-02,5,1,3971390.0
2016-07-03,6,1,3684349.0
2016-07-04,0,1,4363664.0
2016-07-05,1,1,4516582.0
2016-07-06,2,1,4555159.0
2016-07-07,3,1,4489345.0
2016-07-08,4,1,4522307.0
2016-07-09,5,1,4137366.0
2016-07-10,6,1,3844275.0
2016-07-11,0,1,4641059.0
2016-07-12,1,1,4644542.0
2016-07-13,2,1,4464697.0
2016-07-14,3,1,4375776.0
2016-07-15,4,1,4317732.0
2016-07-16,5,1,3902508.0
2016-07-17,6,1,3609743.0
2016-07-18,0,1,4414908.0
2016-07-19,1,1,4575745.0
2016-07-20,2,1,4664260.0
2016-07-21,3,1,4654037.0
2016-07-22,4,1,4525617.0
2016-07-23,5,1,3969483.0
2016-07-24,6,1,3641549.0
2016-07-25,0,1,4244635.0
2016-07-26,1,1,4634070.0
2016-07-27,2,1,4650413.0
2016-07-28,3,1,4640066.0
2016-07-29,4,1,4613819.0
2016-07-30,5,1,4132161.0
2016-07-31,6,1,3762651.0
2016-08-01,0,1,4382160.0
2016-08-02,1,1,4477342.0
2016-08-03,2,1,4524834.0
2016-08-04,3,1,4513794.0
2016-08-05,4,1,4393911.0
2016-08-06,5,1,3901593.0
2016-08-07,6,1,3591797.0
2016-08-08,0,1,4225683.0
2016-08-09,1,1,4271971.0
2016-08-10,2,1,4100205.0
2016-08-11,3,1,4078468.0
2016-08-12,4,1,4116172.0
2016-08-13,5,1,3765043.0
2016-08-14,6,1,3472110.0
2016-08-15,0,0,3563984.0
2016-08-16,1,1,4097612.0
2016-08-17,2,1,4177936.0
2016-08-18,3,1,4250071.0
2016-08-19,4,1,4278335.0
2016-08-20,5,1,3951404.0
2016-08-21,6,1,3593222.0
2016-08-22,0,1,4308731.0
2016-08-23,1,1,4421418.0
2016-08-24,2,1,4409792.0
2016-08-25,3,1,4375675.0
2016-08-26,4,1,4372879.0
2016-08-27,5,1,3974964.0
2016-08-28,6,1,3749972.0
2016-08-29,0,1,4475607.0
2016-08-30,1,1,4513011.0
2016-08-31,2,1,4522984.0
2016-09-01,3,1,4544574.0
2016-09-02,4,1,4580697.0
2016-09-03,5,1,4161273.0
2016-09-04,6,1,3923656.0
2016-09-05,0,1,4776426.0
2016-09-06,1,1,4905042.0
2016-09-07,2,1,4876670.0
2016-09-08,3,1,4583694.0
2016-09-09,4,1,4517574.0
2016-09-10,5,1,4022591.0
2016-09-11,6,1,3715601.0
2016-09-12,0,1,4449789.0
2016-09-13,1,1,4419070.0
2016-09-14,2,1,4157703.0
2016-09-15,3,1,4077582.0
2016-09-16,4,1,4069734.0
2016-09-17,5,1,3665368.0
2016-09-18,6,1,3377806.0
2016-09-19,0,1,4005146.0
2016-09-20,1,1,4145970.0
2016-09-21,2,1,4138787.0
2016-09-22,3,1,4175731.0
2016-09-23,4,1,4142510.0
2016-09-24,5,1,3662139.0
2016-09-25,6,1,3375048.0
2016-09-26,0,1,4053808.0
2016-09-27,1,1,4177614.0
2016-09-28,2,1,4200725.0
2016-09-29,3,1,4129857.0
2016-09-30,4,1,4110902.0
2016-10-01,5,1,3672294.0
2016-10-02,6,1,3381771.0
2016-10-03,0,1,4038029.0
2016-10-04,1,1,4171889.0
2016-10-05,2,1,4178478.0
2016-10-06,3,1,4161049.0
2016-10-07,4,1,4060442.0
2016-10-08,5,1,3640962.0
2016-10-09,6,1,3358283.0
2016-10-10,0,1,3971792.0
2016-10-11,1,1,4011283.0
2016-10-12,2,0,3488782.0
2016-10-13,3,1,3964696.0
2016-10-14,4,1,3935513.0
2016-10-15,5,1,3543758.0
2016-10-16,6,1,3301738.0
2016-10-17,0,1,4022623.0
2016-10-18,1,1,4112463.0
2016-10-19,2,1,4093353.0
2016-10-20,3,1,4074854.0
2016-10-21,4,1,4052611.0
2016-10-22,5,1,3673175.0
2016-10-23,6,1,3410619.0
2016-10-24,0,1,4049901.0
2016-10-25,1,1,4129041.0
2016-10-26,2,1,4109000.0
2016-10-27,3,1,4099005.0
2016-10-28,4,1,4067073.0
2016-10-29,5,1,3594130.0
2016-10-30,6,1,3398318.0
2016-10-31,0,1,3612119.0
2016-11-01,1,0,3348173.0
2016-11-02,2,1,3984912.0
2016-11-03,3,1,4066493.0
2016-11-04,4,1,4141739.0
2016-11-05,5,1,3708950.0
2016-11-06,6,1,3392867.0
2016-11-07,0,1,4111004.0
2016-11-08,1,1,4293895.0
2016-11-09,2,1,4311880.0
2016-11-10,3,1,4317922.0
2016-11-11,4,1,4296719.0
2016-11-12,5,1,3825234.0
2016-11-13,6,1,3532367.0
2016-11-14,0,1,4220567.0
2016-11-15,1,1,4370518.0
2016-11-16,2,1,4350822.0
2016-11-17,3,1,4361961.0
2016-11-18,4,1,4334129.0
2016-11-19,5,1,3863442.0
2016-11-20,6,1,3645532.0
2016-11-21,0,1,4323299.0
2016-11-22,1,1,4429321.0
2016-11-23,2,1,4442709.0
2016-11-24,3,1,4465339.0
2016-11-25,4,1,4503092.0
2016-11-26,5,1,4069119.0
2016-11-27,6,1,3756321.0
2016-11-28,0,1,4386633.0
2016-11-29,1,1,4514471.0
2016-11-30,2,1,4490856.0
2016-12-01,3,1,4501688.0
2016-12-02,4,1,4452483.0
2016-12-03,5,1,4042347.0
2016-12-04,6,1,3754932.0
2016-12-05,0,1,4191734.0
2016-12-06,1,0,3868373.0
2016-12-07,2,1,4214659.0
2016-12-08,3,0,3774266.0
2016-12-09,4,1,4059655.0
2016-12-10,5,1,3850880.0
2016-12-11,6,1,3687823.0
2016-12-12,0,1,4395617.0
2016-12-13,1,1,4558072.0
2016-12-14,2,1,4599404.0
2016-12-15,3,1,4613321.0
2016-12-16,4,1,4582077.0
2016-12-17,5,1,4079742.0
2016-12-18,6,1,3870683.0
2016-12-19,0,1,4622850.0
2016-12-20,1,1,4632245.0
2016-12-21,2,1,4580737.0
2016-12-22,3,1,4491727.0
2016-12-23,4,1,4266364.0
2016-12-24,5,1,3663884.0
2016-12-25,6,0,3213388.0
2016-12-26,0,1,3520763.0
2016-12-27,1,1,4070905.0
2016-12-28,2,1,4110011.0
2016-12-29,3,1,4124830.0
2016-12-30,4,1,4109392.0
2016-12-31,5,1,3773492.0
2017-01-01,6,0,3381053.0
2017-01-02,0,1,4173470.0
2017-01-03,1,1,4502446.0
2017-01-04,2,1,4476001.0
2017-01-05,3,1,4278091.0
2017-01-06,4,0,3649559.0
2017-01-07,5,1,3986056.0
2017-01-08,6,1,3908323.0
2017-01-09,0,1,4662691.0
2017-01-10,1,1,4817229.0
2017-01-11,2,1,4686206.0
2017-01-12,3,1,4623450.0
2017-01-13,4,1,4598818.0
2017-01-14,5,1,4243333.0
2017-01-15,6,1,3994324.0
2017-01-16,0,1,4694239.0
2017-01-17,1,1,4833658.0
2017-01-18,2,1,5044366.0
2017-01-19,3,1,5084123.0
2017-01-20,4,1,5004061.0
2017-01-21,5,1,4398408.0
2017-01-22,6,1,4052234.0
2017-01-23,0,1,4775995.0
2017-01-24,1,1,4812885.0
2017-01-25,2,1,4854253.0
2017-01-26,3,1,4902866.0
2017-01-27,4,1,4800124.0
2017-01-28,5,1,4226654.0
2017-01-29,6,1,3927191.0
2017-01-30,0,1,4557883.0
2017-01-31,1,1,4567290.0
2017-02-01,2,1,4533658.0
2017-02-02,3,1,4546263.0
2017-02-03,4,1,4480232.0
2017-02-04,5,1,3993073.0
2017-02-05,6,1,3733989.0
2017-02-06,0,1,4413961.0
2017-02-07,1,1,4448466.0
2017-02-08,2,1,4493206.0
2017-02-09,3,1,4568762.0
2017-02-10,4,1,4623226.0
2017-02-11,5,1,4162125.0
2017-02-12,6,1,3825904.0
2017-02-13,0,1,4455356.0
2017-02-14,1,1,4490191.0
2017-02-15,2,1,4405234.0
2017-02-16,3,1,4423118.0
2017-02-17,4,1,4389090.0
2017-02-18,5,1,3983267.0
2017-02-19,6,1,3674523.0
2017-02-20,0,1,4316272.0
2017-02-21,1,1,4384110.0
2017-02-22,2,1,4387764.0
2017-02-23,3,1,4412955.0
2017-02-24,4,1,4351079.0
2017-02-25,5,1,3904594.0
2017-02-26,6,1,3624825.0
2017-02-27,0,1,4210435.0
2017-02-28,1,1,4253936.0
2017-03-01,2,1,4351003.0
2017-03-02,3,1,4340159.0
2017-03-03,4,1,4397957.0
2017-03-04,5,1,3998132.0
2017-03-05,6,1,3692567.0
2017-03-06,0,1,4204483.0
2017-03-07,1,1,4257874.0
2017-03-08,2,1,4190419.0
2017-03-09,3,1,4156950.0
2017-03-10,4,1,4091382.0
2017-03-11,5,1,3653685.0
2017-03-12,6,1,3382962.0
2017-03-13,0,1,4191738.0
2017-03-14,1,1,4279943.0
2017-03-15,2,1,4175118.0
2017-03-16,3,1,4169231.0
2017-03-17,4,1,4114304.0
2017-03-18,5,1,3636705.0
2017-03-19,6,1,3351410.0
2017-03-20,0,1,3930822.0
2017-03-21,1,1,4165785.0
2017-03-22,2,1,4270268.0
2017-03-23,3,1,4364172.0
2017-03-24,4,1,4410080.0
2017-03-25,5,1,3994514.0
2017-03-26,6,1,3466646.0
2017-03-27,0,1,4277111.0
2017-03-28,1,1,4245984.0
2017-03-29,2,1,4192440.0
2017-03-30,3,1,4123463.0
2017-03-31,4,1,4104620.0
2017-04-01,5,1,3685816.0
2017-04-02,6,1,3441879.0
2017-04-03,0,1,4045020.0
2017-04-04,1,1,4127321.0
2017-04-05,2,1,4107036.0
2017-04-06,3,1,4084623.0
2017-04-07,4,1,4056917.0
2017-04-08,5,1,3663243.0
2017-04-09,6,1,3352380.0
2017-04-10,0,1,3915050.0
2017-04-11,1,1,3975051.0
2017-04-12,2,1,3908364.0
2017-04-13,3,0,3394971.0
2017-04-14,4,0,3121888.0
2017-04-15,5,1,3269039.0
2017-04-16,6,1,3096718.0
2017-04-17,0,1,3428105.0
2017-04-18,1,1,3909981.0
2017-04-19,2,1,4035125.0
2017-04-20,3,1,4051774.0
2017-04-21,4,1,4030880.0
2017-04-22,5,1,3652733.0
2017-04-23,6,1,3334615.0
2017-04-24,0,1,3825866.0
2017-04-25,1,1,4057582.0
2017-04-26,2,1,4098752.0
2017-04-27,3,1,4142114.0
2017-04-28,4,1,4115976.0
2017-04-29,5,1,3699710.0
2017-04-30,6,1,3375737.0
2017-05-01,0,0,3243413.0
2017-05-02,1,1,3867400.0
2017-05-03,2,1,4052745.0
2017-05-04,3,1,4075971.0
2017-05-05,4,1,4057415.0
2017-05-06,5,1,3633234.0
2017-05-07,6,1,3312010.0
2017-05-08,0,1,3939752.0
2017-05-09,1,1,4065671.0
2017-05-10,2,1,4092660.0
2017-05-11,3,1,4071664.0
2017-05-12,4,1,4024003.0
2017-05-13,5,1,3615996.0
2017-05-14,6,1,3299338.0
2017-05-15,0,1,3883899.0
2017-05-16,1,1,4112576.0
2017-05-17,2,1,4096662.0
2017-05-18,3,1,4065070.0
2017-05-19,4,1,3995826.0
2017-05-20,5,1,3616796.0
2017-05-21,6,1,3362491.0
2017-05-22,0,1,4006449.0
2017-05-23,1,1,4155068.0
2017-05-24,2,1,4218558.0
2017-05-25,3,1,4275702.0
2017-05-26,4,1,4254894.0
2017-05-27,5,1,3804020.0
2017-05-28,6,1,3440097.0
2017-05-29,0,1,4053815.0
2017-05-30,1,1,4131495.0
2017-05-31,2,1,4162276.0
2017-06-01,3,1,4219700.0
2017-06-02,4,1,4250801.0
2017-06-03,5,1,3806075.0
2017-06-04,6,1,3397921.0
2017-06-05,0,1,3944311.0
2017-06-06,1,1,4164669.0
2017-06-07,2,1,4233948.0
2017-06-08,3,1,4316306.0
2017-06-09,4,1,4301364.0
2017-06-10,5,1,3909343.0
2017-06-11,6,1,3683190.0
2017-06-12,0,1,4476332.0
2017-06-13,1,1,4662058.0
2017-06-14,2,1,4745095.0
2017-06-15,3,1,4773300.0
2017-06-16,4,1,4773646.0
2017-06-17,5,1,4395496.0
2017-06-18,6,1,4051117.0
2017-06-19,0,1,4771775.0
2017-06-20,1,1,4857595.0
2017-06-21,2,1,4856288.0
2017-06-22,3,1,4864783.0
2017-06-23,4,1,4735135.0
2017-06-24,5,1,4213958.0
2017-06-25,6,1,3896300.0
2017-06-26,0,1,4551551.0
2017-06-27,1,1,4579739.0
2017-06-28,2,1,4428841.0
2017-06-29,3,1,4209249.0
2017-06-30,4,1,4112820.0
2017-07-01,5,1,3723631.0
2017-07-02,6,1,3470454.0
2017-07-03,0,1,4195965.0
2017-07-04,1,1,4429127.0
2017-07-05,2,1,4497842.0
2017-07-06,3,1,4429940.0
2017-07-07,4,1,4364920.0
2017-07-08,5,1,3896488.0
2017-07-09,6,1,3620509.0
2017-07-10,0,1,4401040.0
2017-07-11,1,1,4580463.0
2017-07-12,2,1,4763888.0
2017-07-13,3,1,4896480.0
2017-07-14,4,1,4844664.0
2017-07-15,5,1,4306050.0
2017-07-16,6,1,3926310.0
2017-07-17,0,1,4702883.0
2017-07-18,1,1,4840305.0
2017-07-19,2,1,4778632.0
2017-07-20,3,1,4630770.0
2017-07-21,4,1,4519409.0
2017-07-22,5,1,4052372.0
2017-07-23,6,1,3706518.0
2017-07-24,0,1,4344797.0
2017-07-25,1,1,4346657.0
2017-07-26,2,1,4503802.0
2017-07-27,3,1,4660393.0
2017-07-28,4,1,4677143.0
2017-07-29,5,1,4232292.0
2017-07-30,6,1,3905945.0
2017-07-31,0,1,4433054.0
2017-08-01,1,1,4558714.0
2017-08-02,2,1,4591874.0
2017-08-03,3,1,4685032.0
2017-08-04,4,1,4763935.0
2017-08-05,5,1,4300341.0
2017-08-06,6,1,3879209.0
2017-08-07,0,1,4494456.0
2017-08-08,1,1,4420740.0
2017-08-09,2,1,4218928.0
2017-08-10,3,1,4036402.0
2017-08-11,4,1,4044295.0
2017-08-12,5,1,3736148.0
2017-08-13,6,1,3490098.0
2017-08-14,0,1,3958408.0
2017-08-15,1,0,3751393.0
2017-08-16,2,1,4223631.0
2017-08-17,3,1,4322685.0
2017-08-18,4,1,4390881.0
2017-08-19,5,1,3972733.0
2017-08-20,6,1,3694259.0
2017-08-21,0,1,4420246.0
2017-08-22,1,1,4532483.0
2017-08-23,2,1,4543556.0
2017-08-24,3,1,4518284.0
2017-08-25,4,1,4476206.0
2017-08-26,5,1,4058534.0
2017-08-27,6,1,3711530.0
2017-08-28,0,1,4344175.0
2017-08-29,1,1,4334517.0
2017-08-30,2,1,4262065.0
2017-08-31,3,1,4264304.0
2017-09-01,4,1,4201096.0
2017-09-02,5,1,3776631.0
2017-09-03,6,1,3522550.0
2017-09-04,0,1,4246168.0
2017-09-05,1,1,4466730.0
2017-09-06,2,1,4494635.0
2017-09-07,3,1,4442131.0
2017-09-08,4,1,4294967.0
2017-09-09,5,1,3781652.0
2017-09-10,6,1,3428087.0
2017-09-11,0,1,3994800.0
2017-09-12,1,1,4266454.0
2017-09-13,2,1,4342781.0
2017-09-14,3,1,4344094.0
2017-09-15,4,1,4139781.0
2017-09-16,5,1,3655345.0
2017-09-17,6,1,3382738.0
2017-09-18,0,1,4044529.0
2017-09-19,1,1,4163854.0
2017-09-20,2,1,4186617.0
2017-09-21,3,1,4194112.0
2017-09-22,4,1,4186155.0
2017-09-23,5,1,3758538.0
2017-09-24,6,1,3464181.0
2017-09-25,0,1,4102075.0
2017-09-26,1,1,4212861.0
2017-09-27,2,1,4226426.0
2017-09-28,3,1,4214969.0
2017-09-29,4,1,4200619.0
2017-09-30,5,1,3746255.0
2017-10-01,6,1,3433391.0
2017-10-02,0,1,4140565.0
2017-10-03,1,1,4162692.0
2017-10-04,2,1,4264548.0
2017-10-05,3,1,4290755.0
2017-10-06,4,1,4244847.0
2017-10-07,5,1,3719332.0
2017-10-08,6,1,3429665.0
2017-10-09,0,1,4005998.0
2017-10-10,1,1,4168701.0
2017-10-11,2,1,4139265.0
2017-10-12,3,0,3553048.0
2017-10-13,4,1,3813382.0
2017-10-14,5,1,3628556.0
2017-10-15,6,1,3378043.0
2017-10-16,0,1,4071064.0
2017-10-17,1,1,4146309.0
2017-10-18,2,1,4152021.0
2017-10-19,3,1,4068248.0
2017-10-20,4,1,4077045.0
2017-10-21,5,1,3638069.0
2017-10-22,6,1,3336388.0
2017-10-23,0,1,4001023.0
2017-10-24,1,1,4127609.0
2017-10-25,2,1,4163694.0
2017-10-26,3,1,4126446.0
2017-10-27,4,1,4085376.0
2017-10-28,5,1,3587079.0
2017-10-29,6,1,3429856.0
2017-10-30,0,1,3981650.0
2017-10-31,1,1,4098787.0
2017-11-01,2,0,3495098.0
2017-11-02,3,1,4034229.0
2017-11-03,4,1,4109962.0
2017-11-04,5,1,3668595.0
2017-11-05,6,1,3364974.0
2017-11-06,0,1,4051037.0
2017-11-07,1,1,4214089.0
2017-11-08,2,1,4284914.0
2017-11-09,3,1,4284446.0
2017-11-10,4,1,4326575.0
2017-11-11,5,1,3867724.0
2017-11-12,6,1,3560296.0
2017-11-13,0,1,4268237.0
2017-11-14,1,1,4446431.0
2017-11-15,2,1,4513728.0
2017-11-16,3,1,4514065.0
2017-11-17,4,1,4443385.0
2017-11-18,5,1,3962923.0
2017-11-19,6,1,3675272.0
2017-11-20,0,1,4405417.0
2017-11-21,1,1,4510122.0
2017-11-22,2,1,4559226.0
2017-11-23,3,1,4483532.0
2017-11-24,4,1,4430726.0
2017-11-25,5,1,3978569.0
2017-11-26,6,1,3699641.0
2017-11-27,0,1,4498831.0
2017-11-28,1,1,4646046.0
2017-11-29,2,1,4668600.0
2017-11-30,3,1,4695378.0
2017-12-01,4,1,4749603.0
2017-12-02,5,1,4372288.0
2017-12-03,6,1,4089073.0
2017-12-04,0,1,4808581.0
2017-12-05,1,1,4871830.0
2017-12-06,2,0,4341100.0
2017-12-07,3,1,4467540.0
2017-12-08,4,0,4115422.0
2017-12-09,5,1,4079991.0
2017-12-10,6,1,3898001.0
2017-12-11,0,1,4591850.0
2017-12-12,1,1,4726325.0
2017-12-13,2,1,4803493.0
2017-12-14,3,1,4738934.0
2017-12-15,4,1,4598951.0
2017-12-16,5,1,4158641.0
2017-12-17,6,1,3962674.0
2017-12-18,0,1,4743332.0
2017-12-19,1,1,4775188.0
2017-12-20,2,1,4786884.0
2017-12-21,3,1,4697641.0
2017-12-22,4,1,4534334.0
2017-12-23,5,1,3997941.0
2017-12-24,6,1,3668828.0
2017-12-25,0,0,3392811.0
2017-12-26,1,1,3993045.0
2017-12-27,2,1,4226661.0
2017-12-28,3,1,4185891.0
2017-12-29,4,1,4055425.0
2017-12-30,5,1,3699914.0
